question,answer,correct
918791 * 866613,796236224883,True
693208 * 261168,181043746944,True
943751 * 418160,394638918160,True
507232 * 127213,64526504416,True
574182 * 960112,551279028384,True
825912 * 950085,784686602520,True
619180 * 345994,214232564920,True
272551 * 117919,32138941369,True
267590 * 245712,65750074080,True
165103 * 718234,118582588102,True
248763 * 796142,198050672346,True
224347 * 711172,159549304684,True
516246 * 840052,433673484792,True
430540 * 900117,387536373180,True
357289 * 119960,42860388440,True
238864 * 412969,98643427216,True
281462 * 327317,92127297454,True
706893 * 719851,508857632943,True
354908 * 361175,128183896900,True
235387 * 640083,150667217121,True
854189 * 472156,403310461484,True
896341 * 699234,626752102794,True
533417 * 238771,127364510507,True
769917 * 304351,234325008867,True
911229 * 832189,758314750281,True
109807 * 159519,17516302833,True
885237 * 976840,864734911080,True
666000 * 811331,540346446000,True
453371 * 586812,266043543252,True
392131 * 769200,301627165200,True
287030 * 273852,78603739560,True
971660 * 622659,605012843940,True
979304 * 562754,551107243216,True
785752 * 651422,511856139344,True
833660 * 485890,405067057400,True
142032 * 152990,21729475680,True
260564 * 772703,201338584492,True
713877 * 182010,129932752770,True
653827 * 149763,97919093001,True
961085 * 473118,454706613030,True
214571 * 340527,73067218917,True
523782 * 936953,490759116246,True
834422 * 751341,626935459902,True
960498 * 201588,193624870824,True
964478 * 309799,298794319922,True
917622 * 871825,800005800150,True
393294 * 674638,265331077572,True
355323 * 842913,299506375899,True
862472 * 793229,684137802088,True
993334 * 423110,420289548740,True
134036 * 651720,87353941920,True
729363 * 159472,116312976336,True
304177 * 697297,212101709569,True
296002 * 710878,210421309756,True
688965 * 351948,242479853820,True
620500 * 888794,551496677000,True
809416 * 656396,531297424736,True
367522 * 827478,304116369516,True
242740 * 321958,78152084920,True
809135 * 400293,323891076555,True
261246 * 982810,256755181260,True
607321 * 320752,194799425392,True
158734 * 690838,109659479092,True
733961 * 915963,672281119443,True
950623 * 580129,551483970367,True
532262 * 660967,351807617354,True
463275 * 402841,186626164275,True
341984 * 960263,328394581792,True
801917 * 293885,235671377545,True
322510 * 266878,86070823780,True
626782 * 279274,175043916268,True
388707 * 946069,367743642783,True
102003 * 555321,56644407963,True
171160 * 987343,168993627880,True
294781 * 998645,294381571745,True
639387 * 906115,579358151505,True
989344 * 426496,421951258624,True
374189 * 201683,75467560087,True
167763 * 206172,34588033236,True
382892 * 541895,207487260340,True
296669 * 352759,104652659771,True
272435 * 888235,241986302225,True
749793 * 847375,635355843375,True
653653 * 499001,326173500653,True
555729 * 329855,183309989295,True
718396 * 772420,554903438320,True
749056 * 728825,545930739200,True
790405 * 890697,704011362285,True
259827 * 635710,165174622170,True
483842 * 338497,163779065474,True
996387 * 911368,908075227416,True
186165 * 928141,172787369265,True
995425 * 516379,514016566075,True
847011 * 936368,793113996048,True
752765 * 336883,253593731495,True
744877 * 691837,515333469049,True
325903 * 350510,114232260530,True
671126 * 442691,297101440066,True
574370 * 367334,210985629580,True
503982 * 207185,104417510670,True
659432 * 481567,317560689944,True
174468 * 339740,59273758320,True
194519 * 767418,149277381942,True
516665 * 751048,388040214920,True
994293 * 204041,202876538013,True
902221 * 629734,568159239214,True
978289 * 648470,634391067830,True
435447 * 382587,166596361389,True
227989 * 333341,75998081249,True
372427 * 210765,78494576655,True
268720 * 489463,131528497360,True
592588 * 514132,304668453616,True
299369 * 719406,215367854814,True
102844 * 926103,95244136932,True
528787 * 398351,210642830237,True
129058 * 660887,85292754446,True
875396 * 173570,151942483720,True
895560 * 625117,559829780520,True
869818 * 489859,426088175662,True
647980 * 609712,395081181760,True
323142 * 944747,305287435074,True
209392 * 310095,64931412240,True
568630 * 382817,217681230710,True
455750 * 617503,281426992250,True
434096 * 492157,213643385072,True
913029 * 476472,435032753688,True
124296 * 257089,31955134344,True
809483 * 573822,464499154026,True
936712 * 884510,828531131120,True
459716 * 939349,431833764884,True
851302 * 524118,446182701636,True
118443 * 322400,38186023200,True
611668 * 816060,499157788080,True
835382 * 214722,179374893804,True
268827 * 657008,176621489616,True
297820 * 314923,93790367860,True
150197 * 392656,58975753232,True
904425 * 638684,577641776700,True
421416 * 771308,325041532128,True
401579 * 133118,53457393322,True
816139 * 658325,537284707175,True
751378 * 915409,687818183602,True
559885 * 752082,421079430570,True
798507 * 591278,472139621946,True
597900 * 397781,237833259900,True
761195 * 633751,482408092445,True
502443 * 123905,62255199915,True
720746 * 373692,269337014232,True
340471 * 349721,119069858591,True
928500 * 930340,863820690000,True
509441 * 995177,506983966057,True
767441 * 244598,187714533718,True
730790 * 165596,121015900840,True
395971 * 225518,89298587978,True
934877 * 316222,295628674694,True
545556 * 800908,436940164848,True
210160 * 926509,194715131440,True
817180 * 601579,491598327220,True
901491 * 608697,548734867227,True
157900 * 306705,48428719500,True
124290 * 434224,53969700960,True
785968 * 790310,621158370080,True
877978 * 514185,451443117930,True
717751 * 862537,619086794287,True
100180 * 613165,61426869700,True
176246 * 253679,44709909034,True
962523 * 224537,216122026851,True
141488 * 373347,52824120336,True
415556 * 362534,150653178904,True
861369 * 482790,415860339510,True
984303 * 980285,964897466355,True
849344 * 957539,813280004416,True
240339 * 159895,38429004405,True
819482 * 994313,814821605866,True
842105 * 571731,481457533755,True
350039 * 538201,188391339839,True
139520 * 110759,15453095680,True
355845 * 285988,101767399860,True
177989 * 523979,93262498231,True
418326 * 332545,139112219670,True
187932 * 682027,128174698164,True
489311 * 607325,297170803075,True
657164 * 210984,138651089376,True
484811 * 910514,441427202854,True
244635 * 101739,24888920265,True
452866 * 392814,177892104924,True
526391 * 952607,501443751337,True
811946 * 606096,492117222816,True
178162 * 867317,154522931354,True
415194 * 250200,103881538800,True
573447 * 747412,428601169164,True
461847 * 653634,301878901998,True
488679 * 871163,425719063677,True
425461 * 204418,86971886698,True
784043 * 374471,293601366253,True
440879 * 373535,164683737265,True
215028 * 153477,33001852356,True
553784 * 596268,330203678112,True
328854 * 486804,160087442616,True
148810 * 690480,102750328800,True
103622 * 739536,76632199392,True
226295 * 750152,169755646840,True
591260 * 785321,464328894460,True
700043 * 237749,166434523207,True
583335 * 548353,319873497255,True
749072 * 471759,353381457648,True
714185 * 514929,367754567865,True
986669 * 666356,657472808164,True
703150 * 334475,235186096250,True
243608 * 351416,85607748928,True
572019 * 285263,163175855997,True
580848 * 832576,483600104448,True
670142 * 715419,479432319498,True
957167 * 577498,552762028166,True
337726 * 524894,177270351044,True
731654 * 954140,698100347560,True
677927 * 698874,473785554198,True
682825 * 919262,627695075150,True
263275 * 923247,243067853925,True
885938 * 507424,449546203712,True
473364 * 667526,315982777464,True
911852 * 557303,508177855156,True
435982 * 315875,137715814250,True
679253 * 206942,140565974326,True
453110 * 368956,167177653160,True
232998 * 231458,53929251084,True
444130 * 204008,90606073040,True
204583 * 971087,198667891721,True
601961 * 160910,96861544510,True
138372 * 304248,42099404256,True
532826 * 816584,435097186384,True
437748 * 562506,246235876488,True
148815 * 608304,90524759760,True
607229 * 921141,559343528289,True
569102 * 748885,426191951270,True
479057 * 732706,351007938242,True
563160 * 163649,92160570840,True
940448 * 545301,512827234848,True
899161 * 696895,626620805095,True
730425 * 834509,609546236325,True
900215 * 942380,848344611700,True
454903 * 472988,215163660164,True
845182 * 434746,367439493772,True
448284 * 132408,59356387872,True
344669 * 390245,134505353905,True
647959 * 599914,388719675526,True
462470 * 604373,279504381310,True
485028 * 889895,431623992060,True
769541 * 330103,254027792723,True
954385 * 858773,819600069605,True
165509 * 336085,55625092265,True
592092 * 416182,246418032744,True
681624 * 730831,498151949544,True
454093 * 391685,177861416705,True
641171 * 773960,496240707160,True
114553 * 488158,55919963374,True
744942 * 606524,451825201608,True
288903 * 691009,199634573127,True
759169 * 277669,210797697061,True
103852 * 276298,28694099896,True
813355 * 375549,305454656895,True
476847 * 313771,149620760037,True
362997 * 861311,312653309067,True
872531 * 189796,165602893676,True
267112 * 102081,27267060072,True
138721 * 863110,119731482310,True
536406 * 819606,439641576036,True
766844 * 962225,737876467900,True
956470 * 844401,807644224470,True
789768 * 636296,502526219328,True
551508 * 127068,70079018544,True
882771 * 633326,559081826346,True
409619 * 571165,233960036135,True
123952 * 348357,43179546864,True
553348 * 157647,87233652156,True
678796 * 724585,491845399660,True
459097 * 534259,245276704123,True
187266 * 277426,51952457316,True
900433 * 617076,555635593908,True
153918 * 334969,51557758542,True
888006 * 976204,866875009224,True
232273 * 913644,212214832812,True
834679 * 517649,432070749671,True
177521 * 936548,166256937508,True
787617 * 583902,459891141534,True
535094 * 238316,127521461704,True
654701 * 954222,624730097622,True
152526 * 197535,30129223410,True
188431 * 529146,99707509926,True
665480 * 698299,464704018520,True
647791 * 625611,405265175301,True
262876 * 251249,66047332124,True
708211 * 713237,505122289007,True
266663 * 899806,239944967378,True
165750 * 539902,89488756500,True
434499 * 664791,288851024709,True
886412 * 831412,736973573744,True
962410 * 665179,640174921390,True
465996 * 621957,289829474172,True
343496 * 471053,161804821288,True
846724 * 276634,234232647016,True
366631 * 332644,121957602364,True
549137 * 963264,528963903168,True
385094 * 480547,185055766418,True
557107 * 268382,149517490874,True
164720 * 143146,23579009120,True
397363 * 418211,166181577593,True
807931 * 106049,85680274619,True
142357 * 702124,99952266268,True
728042 * 885583,644741618486,True
796916 * 618849,493170669684,True
