question,answer,correct
96953885 + 83704933,180658818,True
62569708 + 90640467,153210175,True
48027701 + 82042318,130070019,True
28493524 + 32922100,61415624,True
34867622 + 96863994,131731616,True
37361130 + 61959734,99320864,True
18456387 + 86976841,105433228,True
28943764 + 54281240,83225004,True
44955695 + 74162719,119118414,True
70405562 + 42786943,113192505,True
36091239 + 90090343,126181582,True
47464435 + 75829195,123293630,True
87013567 + 71851009,158864576,True
75497181 + 22671151,98168332,True
33226240 + 43257742,76483982,True
73886826 + 35316056,109202882,True
91189860 + 35297508,126487368,True
79387699 + 11446375,90834074,True
96248695 + 88900660,185149355,True
48912131 + 83266869,132179000,True
52305231 + 44081800,96387031,True
93081168 + 35859122,128940290,True
34473152 + 85776746,120249898,True
45717386 + 91164506,136881892,True
68631172 + 88575779,157206951,True
19149652 + 35224834,54374486,True
14780182 + 43919661,58699843,True
98179807 + 31341829,129521636,True
55983947 + 89761056,145745003,True
70846421 + 15274703,86121124,True
15888261 + 45879429,61767690,True
44473059 + 81667533,126140592,True
71273802 + 54533087,125806889,True
81776929 + 49305712,131082641,True
17539470 + 46000955,63540425,True
33895910 + 11659688,45555598,True
18078265 + 83986935,102065200,True
82017519 + 92447786,174465305,True
37952159 + 13607604,51559763,True
31760232 + 11100058,42860290,True
55962677 + 43682343,99645020,True
97702867 + 33223998,130926865,True
37936375 + 28313936,66250311,True
76374721 + 69940995,146315716,True
45751941 + 18417747,64169688,True
24204240 + 39447622,63651862,True
84141589 + 66601186,150742775,True
41889637 + 94868778,136758415,True
25712686 + 98364216,124076902,True
36834241 + 62776864,99611105,True
82531870 + 46653908,129185778,True
64933106 + 94313454,159246560,True
62312567 + 35287160,97599727,True
30520018 + 96569323,127089341,True
18304936 + 82671078,100976014,True
29029468 + 78710666,107740134,True
68595154 + 98895193,167490347,True
35726132 + 53169230,88895362,True
17841480 + 73688157,91529637,True
40941709 + 24933962,65875671,True
80497724 + 39257130,119754854,True
31217398 + 53783465,85000863,True
35251555 + 50378625,85630180,True
24327268 + 17057395,41384663,True
78972293 + 25410284,104382577,True
20346402 + 32833060,53179462,True
23353732 + 76753903,100107635,True
15720061 + 49386874,65106935,True
50285330 + 52307859,102593189,True
28651724 + 52448158,81099882,True
67959224 + 55251754,123210978,True
45695952 + 16741540,62437492,True
96225594 + 93718144,189943738,True
83204666 + 73823474,157028140,True
64451762 + 30643434,95095196,True
78796923 + 99729276,178526199,True
31164070 + 12903053,44067123,True
50735946 + 49754014,100489960,True
38633419 + 49082834,87716253,True
57057277 + 67000503,124057780,True
99862505 + 35960723,135823228,True
76319439 + 94762045,171081484,True
33587665 + 37394951,70982616,True
70316644 + 75937636,146254280,True
78937519 + 17993733,96931252,True
86084302 + 46265578,132349880,True
39953363 + 16347170,56300533,True
60297264 + 51042650,111339914,True
16037470 + 98331064,114368534,True
84683828 + 16683448,101367276,True
77888187 + 61678222,139566409,True
41879309 + 27917359,69796668,True
65585282 + 33516259,99101541,True
35030489 + 29041066,64071555,True
97864428 + 64816994,162681422,True
21081426 + 73195063,94276489,True
55546562 + 61864204,117410766,True
53486770 + 55269843,108756613,True
66721541 + 57860341,124581882,True
95441299 + 86347545,181788844,True
97647653 + 39534989,137182642,True
76408882 + 75451752,151860634,True
78727365 + 16367041,95094406,True
62944608 + 83140877,146085485,True
40031160 + 31032394,71063554,True
81555707 + 74605054,156160761,True
28929047 + 44787099,73716146,True
38818897 + 56939578,95758475,True
76885179 + 93579533,170464712,True
82961359 + 12909729,95871088,True
38611154 + 59438405,98049559,True
40529703 + 56770292,97299995,True
66015456 + 22394283,88409739,True
90927416 + 26641270,117568686,True
33603943 + 47284602,80888545,True
12963664 + 85075966,98039630,True
16885991 + 37183911,54069902,True
55305989 + 89315850,144621839,True
78114646 + 59327304,137441950,True
96678802 + 87753108,184431910,True
22463934 + 17070867,39534801,True
12473710 + 69417372,81891082,True
49750986 + 68111512,117862498,True
74802195 + 67566653,142368848,True
90547250 + 52183003,142730253,True
95238108 + 59531660,154769768,True
80177313 + 97662284,177839597,True
65538106 + 97696481,163234587,True
74275149 + 49748782,124023931,True
27982985 + 39553052,67536037,True
99029642 + 24676649,123706291,True
77674773 + 49307729,126982502,True
88909091 + 38644906,127553997,True
42783021 + 20741036,63524057,True
85471322 + 82600128,168071450,True
36222178 + 54325172,90547350,True
53387984 + 15731200,69119184,True
78453858 + 77099953,155553811,True
50491585 + 82304739,132796324,True
14184004 + 41636262,55820266,True
27305084 + 33433721,60738805,True
59358624 + 92678663,152037287,True
35265322 + 30891526,66156848,True
83135594 + 23192641,106328235,True
85999920 + 71193415,157193335,True
98073423 + 63250687,161324110,True
91883507 + 60298584,152182091,True
21879124 + 20304224,42183348,True
75590289 + 41054440,116644729,True
65712620 + 62252642,127965262,True
28998440 + 22696679,51695119,True
13923350 + 94824428,108747778,True
24474591 + 18321642,42796233,True
81916165 + 81128569,163044734,True
71255106 + 52860006,124115112,True
25711868 + 94331073,120042941,True
30743158 + 16771346,47514504,True
82402724 + 91488250,173890974,True
69345499 + 42949899,112295398,True
26456610 + 76159912,102616522,True
50199360 + 40436363,90635723,True
61364520 + 86044278,147408798,True
85500415 + 56067031,141567446,True
37627798 + 89536000,127163798,True
94660664 + 89657846,184318510,True
41130884 + 82646998,123777882,True
42232723 + 22441539,64674262,True
70896284 + 86322416,157218700,True
50415145 + 44634026,95049171,True
64023041 + 69970935,133993976,True
99199032 + 21745340,120944372,True
82669877 + 53308423,135978300,True
94390886 + 52186965,146577851,True
17709194 + 44599748,62308942,True
63093646 + 58542121,121635767,True
86735284 + 54052107,140787391,True
88605146 + 27243649,115848795,True
92924147 + 56092371,149016518,True
66764861 + 82394139,149159000,True
12564901 + 31092226,43657127,True
85993043 + 75018131,161011174,True
76740035 + 64988537,141728572,True
34460850 + 53448760,87909610,True
56944600 + 78831044,135775644,True
99167472 + 40703749,139871221,True
11789694 + 86109140,97898834,True
73128359 + 80387940,153516299,True
39700586 + 92716715,132417301,True
55651000 + 36256012,91907012,True
67919408 + 54607630,122527038,True
52078629 + 34744653,86823282,True
19536665 + 36496404,56033069,True
52051912 + 73528153,125580065,True
99792079 + 21076625,120868704,True
65891413 + 64575662,130467075,True
98268899 + 82864111,181133010,True
45725313 + 47916084,93641397,True
84127149 + 53702722,137829871,True
67041548 + 89617236,156658784,True
72504345 + 56200931,128705276,True
96303142 + 64786053,161089195,True
87238768 + 51234274,138473042,True
24486672 + 86839090,111325762,True
84870029 + 42189179,127059208,True
12083150 + 96893046,108976196,True
31305034 + 58382831,89687865,True
35750419 + 86617692,122368111,True
38936582 + 49435097,88371679,True
57734787 + 27371727,85106514,True
82208464 + 75840296,158048760,True
89791424 + 87064600,176856024,True
31220831 + 12181517,43402348,True
67669062 + 18102405,85771467,True
70502727 + 14044688,84547415,True
30024838 + 84130555,114155393,True
