question,answer,correct
0 - 0,0,True
0 - 1,-1,True
0 - 2,-2,True
0 - 3,-3,True
0 - 4,-4,True
0 - 5,-5,True
0 - 6,-6,True
0 - 7,-7,True
0 - 8,-8,True
0 - 9,-9,True
1 - 0,1,True
1 - 1,0,True
1 - 2,-1,True
1 - 3,-2,True
1 - 4,-3,True
1 - 5,-4,True
1 - 6,-5,True
1 - 7,-6,True
1 - 8,-7,True
1 - 9,-8,True
2 - 0,2,True
2 - 1,1,True
2 - 2,0,True
2 - 3,-1,True
2 - 4,-2,True
2 - 5,-3,True
2 - 6,-4,True
2 - 7,-5,True
2 - 8,-6,True
2 - 9,-7,True
3 - 0,3,True
3 - 1,2,True
3 - 2,1,True
3 - 3,0,True
3 - 4,-1,True
3 - 5,-2,True
3 - 6,-3,True
3 - 7,-4,True
3 - 8,-5,True
3 - 9,-6,True
4 - 0,4,True
4 - 1,3,True
4 - 2,2,True
4 - 3,1,True
4 - 4,0,True
4 - 5,-1,True
4 - 6,-2,True
4 - 7,-3,True
4 - 8,-4,True
4 - 9,-5,True
5 - 0,5,True
5 - 1,4,True
5 - 2,3,True
5 - 3,2,True
5 - 4,1,True
5 - 5,0,True
5 - 6,-1,True
5 - 7,-2,True
5 - 8,-3,True
5 - 9,-4,True
6 - 0,6,True
6 - 1,5,True
6 - 2,4,True
6 - 3,3,True
6 - 4,2,True
6 - 5,1,True
6 - 6,0,True
6 - 7,-1,True
6 - 8,-2,True
6 - 9,-3,True
7 - 0,7,True
7 - 1,6,True
7 - 2,5,True
7 - 3,4,True
7 - 4,3,True
7 - 5,2,True
7 - 6,1,True
7 - 7,0,True
7 - 8,-1,True
7 - 9,-2,True
8 - 0,8,True
8 - 1,7,True
8 - 2,6,True
8 - 3,5,True
8 - 4,4,True
8 - 5,3,True
8 - 6,2,True
8 - 7,1,True
8 - 8,0,True
8 - 9,-1,True
9 - 0,9,True
9 - 1,8,True
9 - 2,7,True
9 - 3,6,True
9 - 4,5,True
9 - 5,4,True
9 - 6,3,True
9 - 7,2,True
9 - 8,1,True
9 - 9,0,True
