question,answer,correct
8769 + 8845,17614,True
6125 + 4071,10196,True
8824 + 6289,15113,True
5659 + 3246,8905,True
2431 + 7062,9493,True
9072 + 7329,16401,True
4956 + 1976,6932,True
2241 + 3136,5377,True
7708 + 6955,14663,True
7931 + 4791,12722,True
7114 + 4923,12037,True
1321 + 7530,8851,True
4924 + 2043,6967,True
8810 + 1495,10305,True
5776 + 5557,11333,True
2111 + 5573,7684,True
1929 + 3403,5332,True
3100 + 7179,10279,True
5395 + 7560,12955,True
8256 + 2306,10562,True
1586 + 2532,4118,True
3488 + 8690,12178,True
6563 + 3299,9862,True
6204 + 7920,14124,True
7629 + 9391,17020,True
5313 + 8992,14305,True
6311 + 2661,8972,True
2646 + 4566,7212,True
1315 + 8983,10298,True
8753 + 4227,12980,True
4081 + 9341,13422,True
5736 + 7135,12871,True
2055 + 4401,6456,True
9350 + 9419,18769,True
4312 + 2784,7096,True
3423 + 9585,13008,True
8555 + 9079,17634,True
7463 + 6665,14128,True
5970 + 1935,7905,True
8859 + 5660,14519,True
7788 + 9384,17172,True
9610 + 5457,15067,True
6967 + 8063,15030,True
4780 + 7458,12238,True
3833 + 8888,12721,True
3742 + 9049,12791,True
4113 + 2899,7012,True
9018 + 8373,17391,True
6655 + 9613,16268,True
8275 + 3320,11595,True
2293 + 2810,5103,True
9794 + 2981,12775,True
5446 + 5850,11296,True
1792 + 7788,9580,True
7555 + 7946,15501,True
5465 + 4600,10065,True
3947 + 6540,10487,True
3098 + 2858,5956,True
3325 + 7935,11260,True
4947 + 4525,9472,True
2989 + 4885,7874,True
4516 + 9455,13971,True
7336 + 2085,9421,True
5876 + 1662,7538,True
7037 + 9435,16472,True
3256 + 2023,5279,True
2446 + 1895,4341,True
3652 + 6907,10559,True
8811 + 9660,18471,True
1471 + 7110,8581,True
6881 + 5881,12762,True
1546 + 7171,8717,True
4024 + 6276,10300,True
6974 + 6364,13338,True
5350 + 5994,11344,True
6943 + 5425,12368,True
6483 + 6966,13449,True
5940 + 1605,7545,True
9036 + 1698,10734,True
6788 + 4507,11295,True
4205 + 4578,8783,True
1062 + 3949,5011,True
2769 + 5003,7772,True
1425 + 8420,9845,True
3200 + 8433,11633,True
5593 + 8510,14103,True
4741 + 6889,11630,True
3299 + 8933,12232,True
6747 + 5095,11842,True
1196 + 3035,4231,True
5104 + 3102,8206,True
4090 + 9984,14074,True
5370 + 1451,6821,True
1575 + 9900,11475,True
6275 + 2233,8508,True
5144 + 7891,13035,True
3089 + 9838,12927,True
5716 + 7745,13461,True
5129 + 3548,8677,True
9620 + 8266,17886,True
2502 + 4792,7294,True
4732 + 4018,8750,True
4327 + 6348,10675,True
2446 + 1647,4093,True
9548 + 1838,11386,True
8502 + 4779,13281,True
3639 + 1695,5334,True
8186 + 5826,14012,True
7290 + 8463,15753,True
3752 + 6258,10010,True
6971 + 6554,13525,True
2039 + 6273,8312,True
5437 + 8720,14157,True
6315 + 8594,14909,True
2306 + 6502,8808,True
2336 + 4239,6575,True
3523 + 7714,11237,True
2503 + 8243,10746,True
2269 + 1495,3764,True
4178 + 7714,11892,True
2329 + 2309,4638,True
9636 + 5190,14826,True
7806 + 4919,12725,True
2634 + 4707,7341,True
6835 + 2748,9583,True
2405 + 8990,11395,True
2258 + 3846,6104,True
1846 + 6018,7864,True
9341 + 2662,12003,True
4863 + 8129,12992,True
5834 + 1044,6878,True
6444 + 1485,7929,True
3496 + 6410,9906,True
1743 + 7527,9270,True
2967 + 6504,9471,True
6513 + 2531,9044,True
4403 + 2628,7031,True
7629 + 9838,17467,True
7274 + 1171,8445,True
8249 + 2953,11202,True
5682 + 6985,12667,True
5281 + 8398,13679,True
4685 + 4889,9574,True
5224 + 5455,10679,True
8754 + 1229,9983,True
1287 + 5796,7083,True
8673 + 3407,12080,True
5196 + 5795,10991,True
9090 + 4704,13794,True
6110 + 5405,11515,True
2504 + 6707,9211,True
6799 + 9777,16576,True
3639 + 4398,8037,True
9657 + 4806,14463,True
8633 + 5874,14507,True
8144 + 8688,16832,True
1461 + 6674,8135,True
9944 + 3346,13290,True
4499 + 8192,12691,True
2189 + 9287,11476,True
7181 + 9359,16540,True
2656 + 7054,9710,True
1314 + 5239,6553,True
7684 + 3457,11141,True
6988 + 7568,14556,True
2327 + 8951,11278,True
6919 + 6562,13481,True
3978 + 9262,13240,True
4137 + 9432,13569,True
1943 + 8040,9983,True
5056 + 2494,7550,True
1140 + 2320,3460,True
2441 + 3029,5470,True
3538 + 9773,13311,True
3754 + 5211,8965,True
1990 + 6579,8569,True
2985 + 1106,4091,True
1562 + 1972,3534,True
8623 + 2697,11320,True
9913 + 4070,13983,True
7897 + 1752,9649,True
1300 + 2950,4250,True
6359 + 6538,12897,True
1590 + 8974,10564,True
6150 + 8699,14849,True
5236 + 6094,11330,True
8919 + 9546,18465,True
6533 + 8179,14712,True
1825 + 8164,9989,True
1867 + 4102,5969,True
4758 + 7066,11824,True
4530 + 3100,7630,True
5241 + 6582,11823,True
7182 + 7880,15062,True
4672 + 6127,10799,True
8852 + 2631,11483,True
7819 + 5695,13514,True
1205 + 7300,8505,True
5649 + 6423,12072,True
8556 + 2226,10782,True
3339 + 8494,11833,True
3867 + 6187,10054,True
8534 + 5054,13588,True
5716 + 8951,14667,True
1351 + 4171,5522,True
8520 + 4132,12652,True
8768 + 3069,11837,True
3955 + 7032,10987,True
9726 + 4410,14136,True
6291 + 2342,8633,True
1698 + 2319,4017,True
2061 + 4844,6905,True
6146 + 7609,13755,True
6525 + 2641,9166,True
9565 + 6551,16116,True
8452 + 2175,10627,True
1268 + 5005,6273,True
2311 + 3292,5603,True
2772 + 8731,11503,True
7314 + 4458,11772,True
3158 + 4215,7373,True
1097 + 5783,6880,True
4285 + 8291,12576,True
3766 + 2914,6680,True
4004 + 5879,9883,True
1536 + 7733,9269,True
7577 + 6715,14292,True
3939 + 7243,11182,True
7500 + 5966,13466,True
2794 + 2331,5125,True
3825 + 9757,13582,True
5650 + 9187,14837,True
3948 + 3355,7303,True
7708 + 7799,15507,True
5480 + 1596,7076,True
2174 + 8513,10687,True
2189 + 9169,11358,True
2759 + 4969,7728,True
1205 + 1581,2786,True
8768 + 5718,14486,True
7563 + 6394,13957,True
8836 + 3368,12204,True
9843 + 5657,15500,True
3765 + 9819,13584,True
6592 + 6739,13331,True
2725 + 8716,11441,True
5608 + 6365,11973,True
8086 + 4656,12742,True
5644 + 5658,11302,True
6406 + 8476,14882,True
1299 + 7207,8506,True
8389 + 3379,11768,True
3664 + 2687,6351,True
9608 + 8096,17704,True
1921 + 4332,6253,True
4879 + 2117,6996,True
7046 + 9212,16258,True
2861 + 1856,4717,True
9155 + 3825,12980,True
1359 + 9534,10893,True
8368 + 6401,14769,True
2439 + 6734,9173,True
2748 + 6594,9342,True
8442 + 8326,16768,True
1884 + 3654,5538,True
5500 + 1702,7202,True
4001 + 5940,9941,True
7604 + 5902,13506,True
3686 + 5780,9466,True
9894 + 5368,15262,True
3092 + 3027,6119,True
5463 + 3654,9117,True
2381 + 8395,10776,True
4517 + 5265,9782,True
3225 + 8910,12135,True
9884 + 9593,19477,True
9182 + 3514,12696,True
9525 + 6775,16300,True
4027 + 2642,6669,True
4340 + 1845,6185,True
1913 + 8361,10274,True
4511 + 8881,13392,True
6451 + 7800,14251,True
6538 + 7631,14169,True
6386 + 7371,13757,True
3088 + 7779,10867,True
9480 + 6141,15621,True
8891 + 5012,13903,True
7075 + 6413,13488,True
3894 + 1663,5557,True
1845 + 7904,9749,True
9345 + 1439,10784,True
7022 + 6001,13023,True
1754 + 9177,10931,True
9085 + 3247,12332,True
7894 + 7704,15598,True
3543 + 7407,10950,True
1912 + 5128,7040,True
1840 + 7179,9019,True
2185 + 6144,8329,True
7902 + 1543,9445,True
7135 + 2890,10025,True
2083 + 2841,4924,True
1138 + 7538,8676,True
5520 + 7417,12937,True
5984 + 2440,8424,True
3135 + 2013,5148,True
8035 + 1324,9359,True
7524 + 8474,15998,True
5040 + 4976,10016,True
4765 + 9545,14310,True
6347 + 2574,8921,True
5730 + 9020,14750,True
2546 + 2715,5261,True
3778 + 9206,12984,True
7439 + 7282,14721,True
9540 + 9341,18881,True
