question,answer,correct
2040507395 / 3905140977,0.5225182412153414,True
8071686421 / 9167752327,0.8804433336651155,True
2483136817 / 2174548676,1.1419090519360717,True
7616735137 / 6591232386,1.1555858890938517,True
7709158031 / 9158996228,0.8417033743754917,True
4773933805 / 4046893557,1.1796539092910963,True
7320733363 / 4348084795,1.683668490416365,True
2793548741 / 4695321556,0.5949643081271428,True
2142155602 / 4784819580,0.44769830213744444,True
3879217386 / 5598400585,0.6929152937704618,True
6183701622 / 6603277925,0.9364593906593747,True
4837329845 / 9081294529,0.532669635320447,True
5646867644 / 4160375659,1.3572975391739739,True
9396531330 / 4522152612,2.07788903564761,True
7623617252 / 3606743035,2.113712337701929,True
4303479170 / 6312554898,0.681733345616284,True
7029308574 / 1219358587,5.764759152018011,True
9083257883 / 7446831383,1.2197480264875764,True
8004464146 / 3921525093,2.041161016740178,True
2474987423 / 9298088295,0.266182396259983,True
1091932735 / 7448484169,0.1465979802366416,True
2010741215 / 1857480054,1.0825102593537728,True
9622560291 / 6973890690,1.3797979806018439,True
2167269913 / 8876098601,0.24416920208117457,True
6464034773 / 7561205036,0.8548947875667685,True
5687199410 / 5690673358,0.999389536565982,True
4691316840 / 7149684582,0.6561571753543967,True
8201447640 / 5573230426,1.471578781623482,True
3127100514 / 8598811491,0.363666597095773,True
3837926315 / 9393809671,0.4085590883162359,True
4199555105 / 2005902981,2.0935983169566863,True
1792191568 / 2523385596,0.710232938969348,True
8744919508 / 8943001433,0.9778506213507838,True
9536046623 / 9890609717,0.9641515433178426,True
5606095794 / 6249409550,0.8970600740993203,True
1115206423 / 4256083998,0.26202641290069767,True
5612916158 / 5952238335,0.9429925083804629,True
9160436348 / 3758092216,2.4375230360233395,True
4319211136 / 9225900934,0.4681614475267679,True
3833497044 / 8757555198,0.43773598422485216,True
2329062954 / 1580291958,1.4738181398756445,True
3991725817 / 8961412120,0.4454349117692402,True
3270554180 / 2308865159,1.4165202187106154,True
6317089316 / 2425773053,2.604155120029689,True
2249465408 / 7659839123,0.29367005910680144,True
5125569950 / 3033487594,1.689662407104606,True
3587714866 / 4044636871,0.8870301538622353,True
2223333371 / 8645930238,0.2571537486189927,True
9861205606 / 6844072048,1.4408389533072898,True
1694757943 / 7165522045,0.2365156275225722,True
9983224562 / 1942454553,5.139489388094837,True
9174214005 / 8108220994,1.1314706409443975,True
4897234591 / 7558362852,0.6479226635307875,True
7402198359 / 9069897804,0.8161280886467638,True
9117679175 / 5108509682,1.7848021717814178,True
9508992726 / 3927415757,2.4211831174358656,True
1039880737 / 5083030568,0.20457888715966502,True
1049459906 / 6733599129,0.1558542297952112,True
2096442469 / 7839897792,0.26740686226027777,True
3713833411 / 7179292829,0.5172979427720735,True
4166077174 / 1497300973,2.7823912821300225,True
4453159300 / 5908857107,0.7536413928041195,True
5823446931 / 2751142403,2.11673773216893,True
5427167747 / 3210310096,1.6905431515049505,True
3792957193 / 8287756925,0.4576578714028826,True
9191755620 / 3604339569,2.5501913579552635,True
9198361190 / 6784495872,1.355791404924006,True
9594026128 / 6636679305,1.4456064075255177,True
1195450778 / 9005858739,0.13274145338557036,True
1624983582 / 6232851798,0.26071269374982176,True
1621565530 / 1655973252,0.9792220544876289,True
3834696573 / 2024766267,1.8938959204815713,True
5234919237 / 1862706993,2.810382554353786,True
8990461544 / 1799970777,4.9947819480627045,True
7927139520 / 8404886754,0.9431583972535224,True
6234319478 / 2825865164,2.2061631097696632,True
9681292327 / 8543243309,1.1332104186709873,True
7008827193 / 2786263912,2.5154929376266493,True
7739236247 / 7858315117,0.9848467682668521,True
3178537102 / 7893441931,0.40268074811786436,True
6968110222 / 1229003418,5.669724038147468,True
6282577740 / 2491251106,2.521856478003707,True
6276492644 / 9773791476,0.6421758290436439,True
7837725529 / 4279907050,1.8312840530029735,True
5810236838 / 4604236277,1.261932813271216,True
4373975609 / 3504260021,1.2481880861545804,True
5983659391 / 2411880379,2.480910514094779,True
2109262925 / 3369993636,0.6258952249843358,True
9598488952 / 5790913164,1.6575087002979623,True
1237263816 / 2172601147,0.5694850238427127,True
7902427298 / 5851437227,1.3505104799785286,True
7037407332 / 5539962900,1.2702986390035211,True
4474378961 / 4383646732,1.0206978879793547,True
2897332685 / 1468813014,1.9725674114976217,True
9792203161 / 6075146998,1.6118462918220238,True
9921364739 / 4709882843,2.1064992632981294,True
6368019111 / 3732355288,1.706166380106952,True
3711424780 / 4977072131,0.7457044387368152,True
2608549867 / 7881737974,0.330961251897106,True
1152422546 / 7621992706,0.15119701506573444,True
4214030788 / 6672525974,0.6315495517619997,True
6144676525 / 4779432598,1.2856497918960714,True
3747362096 / 8983127905,0.4171555983205162,True
6594394520 / 3964182916,1.6634940061378338,True
4233514491 / 7013898033,0.6035893979469833,True
5821465953 / 9634453412,0.6042341691900435,True
9169343226 / 7382310410,1.2420695848252743,True
1274278071 / 8611825948,0.1479683958656801,True
6367994217 / 8581263927,0.7420811515846528,True
7328286136 / 6917402747,1.0593985060618591,True
3150522393 / 9464685637,0.33287131911531864,True
3946881948 / 5645915738,0.6990685180502069,True
2386639325 / 2476144340,0.963853070455497,True
7248546656 / 6615100623,1.0957575808896354,True
8759306958 / 8879477769,0.9864664551084817,True
5449625311 / 1141778998,4.772924813423482,True
1587917208 / 4854489068,0.3271028497040587,True
5084823227 / 6083176638,0.8358828831693709,True
3599624978 / 4077027089,0.8829043563904562,True
6480463027 / 5512717925,1.1755477271222796,True
5324641503 / 1056437511,5.040185952844304,True
3651929620 / 8473250564,0.4309951172122567,True
8792294671 / 3735023281,2.354013351329362,True
3626677533 / 5996809143,0.6047678768021783,True
1303269668 / 8619389016,0.1512020939744994,True
1853240138 / 6645364166,0.2788771377619638,True
6621791217 / 9741881458,0.6797240600338251,True
1110252202 / 7334679938,0.15137023174630038,True
4834792208 / 4977532472,0.9713230873323372,True
2795964968 / 7763030263,0.360164120617444,True
9684498848 / 6097371790,1.5883070905866477,True
5020601013 / 1160704554,4.3254771386035245,True
3113320838 / 6929694754,0.4492724352978045,True
5988684679 / 6916496674,0.8658552098365399,True
9287958662 / 7914768737,1.1734971634206575,True
4248265543 / 3311053313,1.2830556144536474,True
8706505112 / 7003406570,1.2431814467684117,True
9552190127 / 7908747491,1.2078006204990368,True
3485840502 / 3921347386,0.8889394789263386,True
1114257835 / 3154454961,0.35323307790920777,True
8727866759 / 9807754328,0.8898945127614946,True
9291400118 / 8195457259,1.1337256512193348,True
5385176705 / 4841292155,1.1123428482700193,True
5450617369 / 7244153768,0.7524160231216119,True
8949389643 / 5101686693,1.7542021259908835,True
1735542040 / 9210809994,0.18842447527747797,True
5593719258 / 8978050887,0.6230438352827304,True
4793827702 / 6525011480,0.7346849452592841,True
2264701338 / 6789771006,0.33354605567680023,True
9977287901 / 7322205287,1.3626069619645724,True
1324410231 / 7900817358,0.16762952122402422,True
8981386738 / 2907110067,3.089455346033171,True
9968543906 / 2586566777,3.853967349554339,True
8187565534 / 4396658329,1.8622246536637803,True
7674353940 / 2227892947,3.4446690763728154,True
2640362309 / 2573509042,1.025977475077393,True
5436482843 / 1586040613,3.4277072090334926,True
8635204489 / 6872233321,1.2565354064177008,True
6385130831 / 8837349480,0.7225165017464037,True
5086433161 / 3987536005,1.275583005300036,True
5227976066 / 3650399015,1.43216564669164,True
3606746755 / 5441723556,0.6627949247850399,True
2335163055 / 4059164748,0.5752816650643616,True
3958897691 / 1808290629,2.189303880421757,True
1385301934 / 3887434827,0.35635373855747987,True
3400986360 / 2267965779,1.4995756953174029,True
3244148105 / 5584804241,0.5808884188247055,True
3239969214 / 4397926283,0.7367038475665145,True
1067059348 / 5415629443,0.1970333013421428,True
8927638805 / 3583428669,2.491367801522715,True
8536221218 / 3961961373,2.1545442810656095,True
8140140131 / 1715046180,4.746309589751105,True
5958218933 / 6582115020,0.9052134329004783,True
6982748885 / 3833567907,1.821475203882439,True
3493138399 / 8594244655,0.406450891174915,True
2870952346 / 9024141509,0.31814132603491735,True
3528991734 / 2266764922,1.5568406321050348,True
6867433384 / 8682889031,0.7909157147444373,True
7993602602 / 4917196871,1.6256421720967942,True
8155530524 / 3251076032,2.508563455214818,True
9782004390 / 3734076074,2.619658570459001,True
8168534726 / 1407492511,5.80360794971221,True
5637531190 / 9047179142,0.6231258496727133,True
3528376400 / 1823073438,1.9354000373516496,True
9654361872 / 5157083042,1.872058641168571,True
1571642574 / 8470057136,0.18555277122277017,True
6311764167 / 3680925833,1.7147219078456233,True
9055959314 / 6916785487,1.309272830713132,True
8058641231 / 3366843201,2.393530304175279,True
3757543288 / 7275475544,0.5164670357663153,True
6016372596 / 5778876363,1.0410973030190782,True
5166570185 / 6715613501,0.7693370358837153,True
6892703703 / 2903653725,2.373803612894647,True
1318660207 / 7093102321,0.18590739951628002,True
4553425950 / 3138694823,1.4507386690266957,True
5384979580 / 6903371223,0.7800507036415533,True
4687579923 / 9008275429,0.5203637433097851,True
3893360004 / 6300080342,0.6179857704424176,True
9298308241 / 7160381869,1.2985771445034087,True
6113459838 / 8964384056,0.6819721020216852,True
1431109437 / 9741381204,0.1469103207266295,True
7760304180 / 2048388887,3.7884916429933746,True
9995257227 / 8938412794,1.1182362526050953,True
2022044665 / 3151343474,0.6416452797617198,True
3388839805 / 9127207750,0.3712898728529544,True
3003891322 / 7958110663,0.3774628739414402,True
9676225923 / 1934015790,5.003178346853104,True
5941509725 / 2132243751,2.786505868390279,True
1597087217 / 7915946006,0.20175569866058532,True
9446884004 / 9613940613,0.9826235031268962,True
9796059277 / 8111218292,1.2077173766438685,True
4649518632 / 4906858748,0.9475550185533892,True
1225315842 / 8383930021,0.1461505330949613,True
9245827203 / 2931381489,3.154085279481684,True
1481374722 / 9136758070,0.1621335172334272,True
1568671434 / 1084130730,1.446939368649757,True
2148506932 / 9526046886,0.2255402432626658,True
8755705755 / 3624378528,2.415781267700966,True
7020399040 / 4896041266,1.4338929470942903,True
8323237369 / 2835024687,2.9358606318901517,True
5366222533 / 5127473699,1.0465626638019738,True
3963561273 / 7008749707,0.5655161674615641,True
9666153009 / 7159724996,1.3500732240973352,True
6870567217 / 8646023205,0.7946505640913324,True
6186030712 / 2410968297,2.5657868333222633,True
5168271454 / 1630060349,3.170601295326643,True
1118175619 / 3658139454,0.3056678492060571,True
3519493718 / 4049176336,0.869187564569428,True
4126417525 / 9215376865,0.44777523322699186,True
1486234500 / 7706611495,0.1928518780224304,True
4605315121 / 6491668910,0.7094192856794972,True
6502852973 / 4033166813,1.6123441639060219,True
6692292405 / 5893648808,1.135509193543383,True
8852219707 / 3080612871,2.873525521603912,True
1332696523 / 7890534152,0.16889813760735117,True
2425669928 / 8605918814,0.2818606566510889,True
8691161746 / 4213493922,2.0626971123942206,True
9454536312 / 7821551155,1.2087802182251406,True
9967353677 / 6795766612,1.4667004101346852,True
4935924513 / 4576110128,1.0786288736362335,True
7594496459 / 7940276165,0.9564524332888867,True
5585312486 / 8791246164,0.6353265944106715,True
7387926303 / 5399644475,1.3682245816748888,True
4971841988 / 7763875921,0.6403814330097665,True
1363873314 / 6173829765,0.22091203773254672,True
9539554727 / 8211933584,1.1616697370259685,True
5898024181 / 9130018579,0.6460035245236054,True
5892437261 / 4775955857,1.233771298862321,True
9627917274 / 4968344880,1.937852042590087,True
3920196313 / 2360587421,1.6606867757260662,True
7236455288 / 4022986528,1.7987769130307165,True
4091688578 / 3712708426,1.1020764650803203,True
5511798792 / 9476175491,0.5816480284936505,True
3201023175 / 9659263111,0.3313941382707201,True
3630635567 / 4657841009,0.7794674743051111,True
3713993930 / 2734045562,1.3584243004652605,True
2546950682 / 7292713970,0.34924593127844833,True
3615395051 / 5288851260,0.6835879614054414,True
4553190732 / 7192163136,0.633076676085007,True
8697009310 / 9910402099,0.8775637177100578,True
