question,answer,correct
8769 * 8845,77561805,True
6125 * 4071,24934875,True
8824 * 6289,55494136,True
5659 * 3246,18369114,True
2431 * 7062,17167722,True
9072 * 7329,66488688,True
4956 * 1976,9793056,True
2241 * 3136,7027776,True
7708 * 6955,53609140,True
7931 * 4791,37997421,True
7114 * 4923,35022222,True
1321 * 7530,9947130,True
4924 * 2043,10059732,True
8810 * 1495,13170950,True
5776 * 5557,32097232,True
2111 * 5573,11764603,True
1929 * 3403,6564387,True
3100 * 7179,22254900,True
5395 * 7560,40786200,True
8256 * 2306,19038336,True
1586 * 2532,4015752,True
3488 * 8690,30310720,True
6563 * 3299,21651337,True
6204 * 7920,49135680,True
7629 * 9391,71643939,True
5313 * 8992,47774496,True
6311 * 2661,16793571,True
2646 * 4566,12081636,True
1315 * 8983,11812645,True
8753 * 4227,36998931,True
4081 * 9341,38120621,True
5736 * 7135,40926360,True
2055 * 4401,9044055,True
9350 * 9419,88067650,True
4312 * 2784,12004608,True
3423 * 9585,32809455,True
8555 * 9079,77670845,True
7463 * 6665,49740895,True
5970 * 1935,11551950,True
8859 * 5660,50141940,True
7788 * 9384,73082592,True
9610 * 5457,52441770,True
6967 * 8063,56174921,True
4780 * 7458,35649240,True
3833 * 8888,34067704,True
3742 * 9049,33861358,True
4113 * 2899,11923587,True
9018 * 8373,75507714,True
6655 * 9613,63974515,True
8275 * 3320,27473000,True
2293 * 2810,6443330,True
9794 * 2981,29195914,True
5446 * 5850,31859100,True
1792 * 7788,13956096,True
7555 * 7946,60032030,True
5465 * 4600,25139000,True
3947 * 6540,25813380,True
3098 * 2858,8854084,True
3325 * 7935,26383875,True
4947 * 4525,22385175,True
2989 * 4885,14601265,True
4516 * 9455,42698780,True
7336 * 2085,15295560,True
5876 * 1662,9765912,True
7037 * 9435,66394095,True
3256 * 2023,6586888,True
2446 * 1895,4635170,True
3652 * 6907,25224364,True
8811 * 9660,85114260,True
1471 * 7110,10458810,True
6881 * 5881,40467161,True
1546 * 7171,11086366,True
4024 * 6276,25254624,True
6974 * 6364,44382536,True
5350 * 5994,32067900,True
6943 * 5425,37665775,True
6483 * 6966,45160578,True
5940 * 1605,9533700,True
9036 * 1698,15343128,True
6788 * 4507,30593516,True
4205 * 4578,19250490,True
1062 * 3949,4193838,True
2769 * 5003,13853307,True
1425 * 8420,11998500,True
3200 * 8433,26985600,True
5593 * 8510,47596430,True
4741 * 6889,32660749,True
3299 * 8933,29469967,True
6747 * 5095,34375965,True
1196 * 3035,3629860,True
5104 * 3102,15832608,True
4090 * 9984,40834560,True
5370 * 1451,7791870,True
1575 * 9900,15592500,True
6275 * 2233,14012075,True
5144 * 7891,40591304,True
3089 * 9838,30389582,True
5716 * 7745,44270420,True
5129 * 3548,18197692,True
9620 * 8266,79518920,True
2502 * 4792,11989584,True
4732 * 4018,19013176,True
4327 * 6348,27467796,True
2446 * 1647,4028562,True
9548 * 1838,17549224,True
8502 * 4779,40631058,True
3639 * 1695,6168105,True
8186 * 5826,47691636,True
7290 * 8463,61695270,True
3752 * 6258,23480016,True
6971 * 6554,45687934,True
2039 * 6273,12790647,True
5437 * 8720,47410640,True
6315 * 8594,54271110,True
2306 * 6502,14993612,True
2336 * 4239,9902304,True
3523 * 7714,27176422,True
