question,answer,correct
0 / 1,0.0,True
0 / 2,0.0,True
0 / 3,0.0,True
0 / 4,0.0,True
0 / 5,0.0,True
0 / 6,0.0,True
0 / 7,0.0,True
0 / 8,0.0,True
0 / 9,0.0,True
1 / 1,1.0,True
1 / 2,0.5,True
1 / 3,0.3333333333333333,True
1 / 4,0.25,True
1 / 5,0.2,True
1 / 6,0.16666666666666666,True
1 / 7,0.14285714285714285,True
1 / 8,0.125,True
1 / 9,0.1111111111111111,True
2 / 1,2.0,True
2 / 2,1.0,True
2 / 3,0.6666666666666666,True
2 / 4,0.5,True
2 / 5,0.4,True
2 / 6,0.3333333333333333,True
2 / 7,0.2857142857142857,True
2 / 8,0.25,True
2 / 9,0.2222222222222222,True
3 / 1,3.0,True
3 / 2,1.5,True
3 / 3,1.0,True
3 / 4,0.75,True
3 / 5,0.6,True
3 / 6,0.5,True
3 / 7,0.42857142857142855,True
3 / 8,0.375,True
3 / 9,0.3333333333333333,True
4 / 1,4.0,True
4 / 2,2.0,True
4 / 3,1.3333333333333333,True
4 / 4,1.0,True
4 / 5,0.8,True
4 / 6,0.6666666666666666,True
4 / 7,0.5714285714285714,True
4 / 8,0.5,True
4 / 9,0.4444444444444444,True
5 / 1,5.0,True
5 / 2,2.5,True
5 / 3,1.6666666666666667,True
5 / 4,1.25,True
5 / 5,1.0,True
5 / 6,0.8333333333333334,True
5 / 7,0.7142857142857143,True
5 / 8,0.625,True
5 / 9,0.5555555555555556,True
6 / 1,6.0,True
6 / 2,3.0,True
6 / 3,2.0,True
6 / 4,1.5,True
6 / 5,1.2,True
6 / 6,1.0,True
6 / 7,0.8571428571428571,True
6 / 8,0.75,True
6 / 9,0.6666666666666666,True
7 / 1,7.0,True
7 / 2,3.5,True
7 / 3,2.3333333333333335,True
7 / 4,1.75,True
7 / 5,1.4,True
7 / 6,1.1666666666666667,True
7 / 7,1.0,True
7 / 8,0.875,True
7 / 9,0.7777777777777778,True
8 / 1,8.0,True
8 / 2,4.0,True
8 / 3,2.6666666666666665,True
8 / 4,2.0,True
8 / 5,1.6,True
8 / 6,1.3333333333333333,True
8 / 7,1.1428571428571428,True
8 / 8,1.0,True
8 / 9,0.8888888888888888,True
9 / 1,9.0,True
9 / 2,4.5,True
9 / 3,3.0,True
9 / 4,2.25,True
9 / 5,1.8,True
9 / 6,1.5,True
9 / 7,1.2857142857142858,True
9 / 8,1.125,True
9 / 9,1.0,True
