question,answer,correct
918791 - 866613,52178,True
693208 - 261168,432040,True
943751 - 418160,525591,True
507232 - 127213,380019,True
574182 - 960112,-385930,True
825912 - 950085,-124173,True
619180 - 345994,273186,True
272551 - 117919,154632,True
267590 - 245712,21878,True
165103 - 718234,-553131,True
248763 - 796142,-547379,True
224347 - 711172,-486825,True
516246 - 840052,-323806,True
430540 - 900117,-469577,True
357289 - 119960,237329,True
238864 - 412969,-174105,True
281462 - 327317,-45855,True
706893 - 719851,-12958,True
354908 - 361175,-6267,True
235387 - 640083,-404696,True
854189 - 472156,382033,True
896341 - 699234,197107,True
533417 - 238771,294646,True
769917 - 304351,465566,True
911229 - 832189,79040,True
109807 - 159519,-49712,True
885237 - 976840,-91603,True
666000 - 811331,-145331,True
453371 - 586812,-133441,True
392131 - 769200,-377069,True
287030 - 273852,13178,True
971660 - 622659,349001,True
979304 - 562754,416550,True
785752 - 651422,134330,True
833660 - 485890,347770,True
142032 - 152990,-10958,True
260564 - 772703,-512139,True
713877 - 182010,531867,True
653827 - 149763,504064,True
961085 - 473118,487967,True
214571 - 340527,-125956,True
523782 - 936953,-413171,True
834422 - 751341,83081,True
960498 - 201588,758910,True
964478 - 309799,654679,True
917622 - 871825,45797,True
393294 - 674638,-281344,True
355323 - 842913,-487590,True
862472 - 793229,69243,True
993334 - 423110,570224,True
134036 - 651720,-517684,True
729363 - 159472,569891,True
304177 - 697297,-393120,True
296002 - 710878,-414876,True
688965 - 351948,337017,True
620500 - 888794,-268294,True
809416 - 656396,153020,True
367522 - 827478,-459956,True
242740 - 321958,-79218,True
809135 - 400293,408842,True
261246 - 982810,-721564,True
607321 - 320752,286569,True
158734 - 690838,-532104,True
733961 - 915963,-182002,True
950623 - 580129,370494,True
532262 - 660967,-128705,True
463275 - 402841,60434,True
341984 - 960263,-618279,True
801917 - 293885,508032,True
322510 - 266878,55632,True
626782 - 279274,347508,True
388707 - 946069,-557362,True
102003 - 555321,-453318,True
171160 - 987343,-816183,True
294781 - 998645,-703864,True
639387 - 906115,-266728,True
989344 - 426496,562848,True
374189 - 201683,172506,True
167763 - 206172,-38409,True
382892 - 541895,-159003,True
296669 - 352759,-56090,True
272435 - 888235,-615800,True
749793 - 847375,-97582,True
653653 - 499001,154652,True
555729 - 329855,225874,True
718396 - 772420,-54024,True
749056 - 728825,20231,True
790405 - 890697,-100292,True
259827 - 635710,-375883,True
483842 - 338497,145345,True
996387 - 911368,85019,True
186165 - 928141,-741976,True
995425 - 516379,479046,True
847011 - 936368,-89357,True
752765 - 336883,415882,True
744877 - 691837,53040,True
325903 - 350510,-24607,True
671126 - 442691,228435,True
574370 - 367334,207036,True
503982 - 207185,296797,True
659432 - 481567,177865,True
174468 - 339740,-165272,True
194519 - 767418,-572899,True
516665 - 751048,-234383,True
994293 - 204041,790252,True
902221 - 629734,272487,True
978289 - 648470,329819,True
435447 - 382587,52860,True
227989 - 333341,-105352,True
372427 - 210765,161662,True
268720 - 489463,-220743,True
592588 - 514132,78456,True
299369 - 719406,-420037,True
102844 - 926103,-823259,True
528787 - 398351,130436,True
129058 - 660887,-531829,True
875396 - 173570,701826,True
895560 - 625117,270443,True
869818 - 489859,379959,True
647980 - 609712,38268,True
323142 - 944747,-621605,True
209392 - 310095,-100703,True
568630 - 382817,185813,True
455750 - 617503,-161753,True
434096 - 492157,-58061,True
913029 - 476472,436557,True
124296 - 257089,-132793,True
809483 - 573822,235661,True
936712 - 884510,52202,True
459716 - 939349,-479633,True
851302 - 524118,327184,True
118443 - 322400,-203957,True
611668 - 816060,-204392,True
835382 - 214722,620660,True
268827 - 657008,-388181,True
297820 - 314923,-17103,True
150197 - 392656,-242459,True
904425 - 638684,265741,True
421416 - 771308,-349892,True
401579 - 133118,268461,True
816139 - 658325,157814,True
751378 - 915409,-164031,True
559885 - 752082,-192197,True
798507 - 591278,207229,True
597900 - 397781,200119,True
761195 - 633751,127444,True
502443 - 123905,378538,True
720746 - 373692,347054,True
340471 - 349721,-9250,True
928500 - 930340,-1840,True
509441 - 995177,-485736,True
767441 - 244598,522843,True
730790 - 165596,565194,True
395971 - 225518,170453,True
934877 - 316222,618655,True
545556 - 800908,-255352,True
210160 - 926509,-716349,True
817180 - 601579,215601,True
901491 - 608697,292794,True
157900 - 306705,-148805,True
124290 - 434224,-309934,True
785968 - 790310,-4342,True
877978 - 514185,363793,True
717751 - 862537,-144786,True
100180 - 613165,-512985,True
176246 - 253679,-77433,True
962523 - 224537,737986,True
141488 - 373347,-231859,True
415556 - 362534,53022,True
861369 - 482790,378579,True
984303 - 980285,4018,True
849344 - 957539,-108195,True
240339 - 159895,80444,True
819482 - 994313,-174831,True
842105 - 571731,270374,True
350039 - 538201,-188162,True
139520 - 110759,28761,True
355845 - 285988,69857,True
177989 - 523979,-345990,True
418326 - 332545,85781,True
187932 - 682027,-494095,True
489311 - 607325,-118014,True
657164 - 210984,446180,True
484811 - 910514,-425703,True
244635 - 101739,142896,True
452866 - 392814,60052,True
526391 - 952607,-426216,True
811946 - 606096,205850,True
178162 - 867317,-689155,True
415194 - 250200,164994,True
573447 - 747412,-173965,True
461847 - 653634,-191787,True
488679 - 871163,-382484,True
425461 - 204418,221043,True
784043 - 374471,409572,True
440879 - 373535,67344,True
215028 - 153477,61551,True
553784 - 596268,-42484,True
328854 - 486804,-157950,True
148810 - 690480,-541670,True
103622 - 739536,-635914,True
226295 - 750152,-523857,True
591260 - 785321,-194061,True
700043 - 237749,462294,True
583335 - 548353,34982,True
749072 - 471759,277313,True
714185 - 514929,199256,True
986669 - 666356,320313,True
703150 - 334475,368675,True
243608 - 351416,-107808,True
572019 - 285263,286756,True
580848 - 832576,-251728,True
670142 - 715419,-45277,True
957167 - 577498,379669,True
337726 - 524894,-187168,True
731654 - 954140,-222486,True
677927 - 698874,-20947,True
682825 - 919262,-236437,True
263275 - 923247,-659972,True
885938 - 507424,378514,True
473364 - 667526,-194162,True
911852 - 557303,354549,True
435982 - 315875,120107,True
679253 - 206942,472311,True
453110 - 368956,84154,True
232998 - 231458,1540,True
444130 - 204008,240122,True
204583 - 971087,-766504,True
601961 - 160910,441051,True
138372 - 304248,-165876,True
532826 - 816584,-283758,True
437748 - 562506,-124758,True
148815 - 608304,-459489,True
607229 - 921141,-313912,True
569102 - 748885,-179783,True
479057 - 732706,-253649,True
563160 - 163649,399511,True
940448 - 545301,395147,True
899161 - 696895,202266,True
730425 - 834509,-104084,True
900215 - 942380,-42165,True
454903 - 472988,-18085,True
845182 - 434746,410436,True
448284 - 132408,315876,True
344669 - 390245,-45576,True
647959 - 599914,48045,True
462470 - 604373,-141903,True
485028 - 889895,-404867,True
769541 - 330103,439438,True
954385 - 858773,95612,True
165509 - 336085,-170576,True
592092 - 416182,175910,True
681624 - 730831,-49207,True
454093 - 391685,62408,True
641171 - 773960,-132789,True
114553 - 488158,-373605,True
744942 - 606524,138418,True
288903 - 691009,-402106,True
759169 - 277669,481500,True
103852 - 276298,-172446,True
813355 - 375549,437806,True
476847 - 313771,163076,True
362997 - 861311,-498314,True
872531 - 189796,682735,True
267112 - 102081,165031,True
138721 - 863110,-724389,True
536406 - 819606,-283200,True
766844 - 962225,-195381,True
956470 - 844401,112069,True
789768 - 636296,153472,True
551508 - 127068,424440,True
882771 - 633326,249445,True
409619 - 571165,-161546,True
123952 - 348357,-224405,True
553348 - 157647,395701,True
678796 - 724585,-45789,True
459097 - 534259,-75162,True
187266 - 277426,-90160,True
900433 - 617076,283357,True
153918 - 334969,-181051,True
888006 - 976204,-88198,True
232273 - 913644,-681371,True
834679 - 517649,317030,True
177521 - 936548,-759027,True
787617 - 583902,203715,True
535094 - 238316,296778,True
654701 - 954222,-299521,True
152526 - 197535,-45009,True
188431 - 529146,-340715,True
665480 - 698299,-32819,True
647791 - 625611,22180,True
262876 - 251249,11627,True
708211 - 713237,-5026,True
266663 - 899806,-633143,True
165750 - 539902,-374152,True
434499 - 664791,-230292,True
886412 - 831412,55000,True
962410 - 665179,297231,True
465996 - 621957,-155961,True
343496 - 471053,-127557,True
846724 - 276634,570090,True
366631 - 332644,33987,True
549137 - 963264,-414127,True
385094 - 480547,-95453,True
557107 - 268382,288725,True
164720 - 143146,21574,True
397363 - 418211,-20848,True
807931 - 106049,701882,True
142357 - 702124,-559767,True
728042 - 885583,-157541,True
796916 - 618849,178067,True
219377 - 185885,33492,True
864167 - 591411,272756,True
769195 - 988089,-218894,True
393310 - 928904,-535594,True
327112 - 299087,28025,True
939653 - 307237,632416,True
159462 - 988301,-828839,True
679274 - 779957,-100683,True
783919 - 370050,413869,True
340729 - 891351,-550622,True
427361 - 200806,226555,True
960639 - 743684,216955,True
536796 - 802387,-265591,True
714621 - 897525,-182904,True
886909 - 960051,-73142,True
741034 - 889574,-148540,True
430734 - 722257,-291523,True
637560 - 815685,-178125,True
