question,answer,correct
0 * 0,0,True
0 * 1,0,True
0 * 2,0,True
0 * 3,0,True
0 * 4,0,True
0 * 5,0,True
0 * 6,0,True
0 * 7,0,True
0 * 8,0,True
0 * 9,0,True
1 * 0,0,True
1 * 1,1,True
1 * 2,2,True
1 * 3,3,True
1 * 4,4,True
1 * 5,5,True
1 * 6,6,True
1 * 7,7,True
1 * 8,8,True
1 * 9,9,True
2 * 0,0,True
2 * 1,2,True
2 * 2,4,True
2 * 3,6,True
2 * 4,8,True
2 * 5,10,True
2 * 6,12,True
2 * 7,14,True
2 * 8,16,True
2 * 9,18,True
3 * 0,0,True
3 * 1,3,True
3 * 2,6,True
3 * 3,9,True
3 * 4,12,True
3 * 5,15,True
3 * 6,18,True
3 * 7,21,True
3 * 8,24,True
3 * 9,27,True
4 * 0,0,True
4 * 1,4,True
4 * 2,8,True
4 * 3,12,True
4 * 4,16,True
4 * 5,20,True
4 * 6,24,True
4 * 7,28,True
4 * 8,32,True
4 * 9,36,True
5 * 0,0,True
5 * 1,5,True
5 * 2,10,True
5 * 3,15,True
5 * 4,20,True
5 * 5,25,True
5 * 6,30,True
5 * 7,35,True
5 * 8,40,True
5 * 9,45,True
6 * 0,0,True
6 * 1,6,True
6 * 2,12,True
6 * 3,18,True
6 * 4,24,True
6 * 5,30,True
6 * 6,36,True
6 * 7,42,True
6 * 8,48,True
6 * 9,54,True
7 * 0,0,True
7 * 1,7,True
7 * 2,14,True
7 * 3,21,True
7 * 4,28,True
7 * 5,35,True
7 * 6,42,True
7 * 7,49,True
7 * 8,56,True
7 * 9,63,True
8 * 0,0,True
8 * 1,8,True
8 * 2,16,True
8 * 3,24,True
8 * 4,32,True
8 * 5,40,True
8 * 6,48,True
8 * 7,56,True
8 * 8,64,True
8 * 9,72,True
9 * 0,0,True
9 * 1,9,True
9 * 2,18,True
9 * 3,27,True
9 * 4,36,True
9 * 5,45,True
9 * 6,54,True
9 * 7,63,True
9 * 8,72,True
9 * 9,81,True
