question,answer,correct
918791 + 866613,1785404,True
693208 + 261168,954376,True
943751 + 418160,1361911,True
507232 + 127213,634445,True
574182 + 960112,1534294,True
825912 + 950085,1775997,True
619180 + 345994,965174,True
272551 + 117919,390470,True
267590 + 245712,513302,True
165103 + 718234,883337,True
248763 + 796142,1044905,True
224347 + 711172,935519,True
516246 + 840052,1356298,True
430540 + 900117,1330657,True
357289 + 119960,477249,True
238864 + 412969,651833,True
281462 + 327317,608779,True
706893 + 719851,1426744,True
354908 + 361175,716083,True
235387 + 640083,875470,True
854189 + 472156,1326345,True
896341 + 699234,1595575,True
533417 + 238771,772188,True
769917 + 304351,1074268,True
911229 + 832189,1743418,True
109807 + 159519,269326,True
885237 + 976840,1862077,True
666000 + 811331,1477331,True
453371 + 586812,1040183,True
392131 + 769200,1161331,True
287030 + 273852,560882,True
971660 + 622659,1594319,True
979304 + 562754,1542058,True
785752 + 651422,1437174,True
833660 + 485890,1319550,True
142032 + 152990,295022,True
260564 + 772703,1033267,True
713877 + 182010,895887,True
653827 + 149763,803590,True
961085 + 473118,1434203,True
214571 + 340527,555098,True
523782 + 936953,1460735,True
834422 + 751341,1585763,True
960498 + 201588,1162086,True
964478 + 309799,1274277,True
917622 + 871825,1789447,True
393294 + 674638,1067932,True
355323 + 842913,1198236,True
862472 + 793229,1655701,True
993334 + 423110,1416444,True
134036 + 651720,785756,True
729363 + 159472,888835,True
304177 + 697297,1001474,True
296002 + 710878,1006880,True
688965 + 351948,1040913,True
620500 + 888794,1509294,True
809416 + 656396,1465812,True
367522 + 827478,1195000,True
242740 + 321958,564698,True
809135 + 400293,1209428,True
261246 + 982810,1244056,True
607321 + 320752,928073,True
158734 + 690838,849572,True
733961 + 915963,1649924,True
950623 + 580129,1530752,True
532262 + 660967,1193229,True
463275 + 402841,866116,True
341984 + 960263,1302247,True
801917 + 293885,1095802,True
322510 + 266878,589388,True
626782 + 279274,906056,True
388707 + 946069,1334776,True
102003 + 555321,657324,True
171160 + 987343,1158503,True
294781 + 998645,1293426,True
639387 + 906115,1545502,True
989344 + 426496,1415840,True
374189 + 201683,575872,True
167763 + 206172,373935,True
382892 + 541895,924787,True
296669 + 352759,649428,True
272435 + 888235,1160670,True
749793 + 847375,1597168,True
653653 + 499001,1152654,True
555729 + 329855,885584,True
718396 + 772420,1490816,True
749056 + 728825,1477881,True
790405 + 890697,1681102,True
259827 + 635710,895537,True
483842 + 338497,822339,True
996387 + 911368,1907755,True
186165 + 928141,1114306,True
995425 + 516379,1511804,True
847011 + 936368,1783379,True
752765 + 336883,1089648,True
744877 + 691837,1436714,True
325903 + 350510,676413,True
671126 + 442691,1113817,True
574370 + 367334,941704,True
503982 + 207185,711167,True
659432 + 481567,1140999,True
174468 + 339740,514208,True
194519 + 767418,961937,True
516665 + 751048,1267713,True
994293 + 204041,1198334,True
902221 + 629734,1531955,True
978289 + 648470,1626759,True
435447 + 382587,818034,True
227989 + 333341,561330,True
372427 + 210765,583192,True
268720 + 489463,758183,True
592588 + 514132,1106720,True
299369 + 719406,1018775,True
102844 + 926103,1028947,True
528787 + 398351,927138,True
129058 + 660887,789945,True
875396 + 173570,1048966,True
895560 + 625117,1520677,True
869818 + 489859,1359677,True
647980 + 609712,1257692,True
323142 + 944747,1267889,True
209392 + 310095,519487,True
568630 + 382817,951447,True
455750 + 617503,1073253,True
434096 + 492157,926253,True
913029 + 476472,1389501,True
124296 + 257089,381385,True
809483 + 573822,1383305,True
936712 + 884510,1821222,True
459716 + 939349,1399065,True
851302 + 524118,1375420,True
118443 + 322400,440843,True
611668 + 816060,1427728,True
835382 + 214722,1050104,True
268827 + 657008,925835,True
297820 + 314923,612743,True
150197 + 392656,542853,True
904425 + 638684,1543109,True
421416 + 771308,1192724,True
401579 + 133118,534697,True
816139 + 658325,1474464,True
751378 + 915409,1666787,True
559885 + 752082,1311967,True
798507 + 591278,1389785,True
597900 + 397781,995681,True
761195 + 633751,1394946,True
502443 + 123905,626348,True
720746 + 373692,1094438,True
340471 + 349721,690192,True
928500 + 930340,1858840,True
509441 + 995177,1504618,True
767441 + 244598,1012039,True
730790 + 165596,896386,True
395971 + 225518,621489,True
934877 + 316222,1251099,True
545556 + 800908,1346464,True
210160 + 926509,1136669,True
817180 + 601579,1418759,True
901491 + 608697,1510188,True
157900 + 306705,464605,True
124290 + 434224,558514,True
785968 + 790310,1576278,True
877978 + 514185,1392163,True
717751 + 862537,1580288,True
100180 + 613165,713345,True
176246 + 253679,429925,True
962523 + 224537,1187060,True
141488 + 373347,514835,True
415556 + 362534,778090,True
861369 + 482790,1344159,True
984303 + 980285,1964588,True
849344 + 957539,1806883,True
240339 + 159895,400234,True
819482 + 994313,1813795,True
842105 + 571731,1413836,True
350039 + 538201,888240,True
139520 + 110759,250279,True
355845 + 285988,641833,True
177989 + 523979,701968,True
418326 + 332545,750871,True
187932 + 682027,869959,True
489311 + 607325,1096636,True
657164 + 210984,868148,True
484811 + 910514,1395325,True
244635 + 101739,346374,True
452866 + 392814,845680,True
526391 + 952607,1478998,True
811946 + 606096,1418042,True
178162 + 867317,1045479,True
415194 + 250200,665394,True
573447 + 747412,1320859,True
461847 + 653634,1115481,True
488679 + 871163,1359842,True
425461 + 204418,629879,True
784043 + 374471,1158514,True
440879 + 373535,814414,True
215028 + 153477,368505,True
553784 + 596268,1150052,True
328854 + 486804,815658,True
148810 + 690480,839290,True
103622 + 739536,843158,True
226295 + 750152,976447,True
591260 + 785321,1376581,True
700043 + 237749,937792,True
583335 + 548353,1131688,True
749072 + 471759,1220831,True
714185 + 514929,1229114,True
986669 + 666356,1653025,True
703150 + 334475,1037625,True
243608 + 351416,595024,True
572019 + 285263,857282,True
580848 + 832576,1413424,True
670142 + 715419,1385561,True
957167 + 577498,1534665,True
337726 + 524894,862620,True
731654 + 954140,1685794,True
677927 + 698874,1376801,True
682825 + 919262,1602087,True
263275 + 923247,1186522,True
885938 + 507424,1393362,True
473364 + 667526,1140890,True
911852 + 557303,1469155,True
435982 + 315875,751857,True
679253 + 206942,886195,True
453110 + 368956,822066,True
232998 + 231458,464456,True
444130 + 204008,648138,True
204583 + 971087,1175670,True
601961 + 160910,762871,True
138372 + 304248,442620,True
532826 + 816584,1349410,True
437748 + 562506,1000254,True
148815 + 608304,757119,True
607229 + 921141,1528370,True
569102 + 748885,1317987,True
479057 + 732706,1211763,True
563160 + 163649,726809,True
940448 + 545301,1485749,True
899161 + 696895,1596056,True
730425 + 834509,1564934,True
900215 + 942380,1842595,True
454903 + 472988,927891,True
845182 + 434746,1279928,True
448284 + 132408,580692,True
344669 + 390245,734914,True
647959 + 599914,1247873,True
462470 + 604373,1066843,True
485028 + 889895,1374923,True
769541 + 330103,1099644,True
954385 + 858773,1813158,True
165509 + 336085,501594,True
592092 + 416182,1008274,True
681624 + 730831,1412455,True
454093 + 391685,845778,True
641171 + 773960,1415131,True
114553 + 488158,602711,True
744942 + 606524,1351466,True
288903 + 691009,979912,True
759169 + 277669,1036838,True
103852 + 276298,380150,True
813355 + 375549,1188904,True
476847 + 313771,790618,True
362997 + 861311,1224308,True
872531 + 189796,1062327,True
267112 + 102081,369193,True
138721 + 863110,1001831,True
536406 + 819606,1356012,True
766844 + 962225,1729069,True
956470 + 844401,1800871,True
789768 + 636296,1426064,True
551508 + 127068,678576,True
882771 + 633326,1516097,True
409619 + 571165,980784,True
123952 + 348357,472309,True
553348 + 157647,710995,True
678796 + 724585,1403381,True
459097 + 534259,993356,True
187266 + 277426,464692,True
900433 + 617076,1517509,True
153918 + 334969,488887,True
888006 + 976204,1864210,True
232273 + 913644,1145917,True
834679 + 517649,1352328,True
177521 + 936548,1114069,True
787617 + 583902,1371519,True
535094 + 238316,773410,True
654701 + 954222,1608923,True
152526 + 197535,350061,True
188431 + 529146,717577,True
665480 + 698299,1363779,True
647791 + 625611,1273402,True
262876 + 251249,514125,True
708211 + 713237,1421448,True
266663 + 899806,1166469,True
165750 + 539902,705652,True
434499 + 664791,1099290,True
886412 + 831412,1717824,True
962410 + 665179,1627589,True
465996 + 621957,1087953,True
343496 + 471053,814549,True
846724 + 276634,1123358,True
366631 + 332644,699275,True
549137 + 963264,1512401,True
385094 + 480547,865641,True
557107 + 268382,825489,True
164720 + 143146,307866,True
397363 + 418211,815574,True
807931 + 106049,913980,True
142357 + 702124,844481,True
728042 + 885583,1613625,True
796916 + 618849,1415765,True
219377 + 185885,405262,True
864167 + 591411,1455578,True
769195 + 988089,1757284,True
393310 + 928904,1322214,True
327112 + 299087,626199,True
939653 + 307237,1246890,True
159462 + 988301,1147763,True
679274 + 779957,1459231,True
783919 + 370050,1153969,True
340729 + 891351,1232080,True
427361 + 200806,628167,True
960639 + 743684,1704323,True
536796 + 802387,1339183,True
714621 + 897525,1612146,True
886909 + 960051,1846960,True
741034 + 889574,1630608,True
430734 + 722257,1152991,True
637560 + 815685,1453245,True
259053 + 439534,698587,True
675120 + 864236,1539356,True
746447 + 688426,1434873,True
930738 + 122108,1052846,True
258895 + 445662,704557,True
248215 + 349197,597412,True
602526 + 953388,1555914,True
899577 + 764808,1664385,True
305563 + 936374,1241937,True
358734 + 453015,811749,True
163809 + 259170,422979,True
940568 + 154773,1095341,True
184610 + 884500,1069110,True
965117 + 206827,1171944,True
492967 + 898670,1391637,True
415330 + 236159,651489,True
131937 + 619072,751009,True
670486 + 394340,1064826,True
981285 + 997285,1978570,True
831879 + 114853,946732,True
731302 + 154526,885828,True
822124 + 922263,1744387,True
802751 + 546476,1349227,True
624987 + 231558,856545,True
604960 + 874300,1479260,True
344426 + 204908,549334,True
420643 + 749926,1170569,True
525311 + 460757,986068,True
479806 + 611027,1090833,True
681420 + 564775,1246195,True
551477 + 298341,849818,True
526107 + 799283,1325390,True
197550 + 541698,739248,True
300927 + 103394,404321,True
202022 + 999952,1201974,True
887041 + 739618,1626659,True
366974 + 499500,866474,True
558626 + 180633,739259,True
186336 + 122007,308343,True
413097 + 511852,924949,True
422219 + 327346,749565,True
513333 + 531392,1044725,True
483496 + 293727,777223,True
284090 + 748939,1033029,True
639978 + 116523,756501,True
870538 + 989528,1860066,True
321132 + 734024,1055156,True
963271 + 173935,1137206,True
772152 + 483922,1256074,True
394022 + 874116,1268138,True
598450 + 978569,1577019,True
964205 + 226660,1190865,True
240045 + 708241,948286,True
652104 + 190586,842690,True
745039 + 950437,1695476,True
390497 + 995417,1385914,True
668189 + 760305,1428494,True
629759 + 790742,1420501,True
229609 + 476941,706550,True
286632 + 869430,1156062,True
725946 + 647501,1373447,True
849621 + 291593,1141214,True
190267 + 179015,369282,True
188139 + 515763,703902,True
297715 + 933973,1231688,True
578133 + 821509,1399642,True
166688 + 970722,1137410,True
114350 + 866606,980956,True
466079 + 188198,654277,True
280062 + 542840,822902,True
493322 + 371153,864475,True
441622 + 286237,727859,True
727240 + 440416,1167656,True
109108 + 273221,382329,True
133587 + 227757,361344,True
876208 + 203099,1079307,True
356129 + 353787,709916,True
138203 + 894488,1032691,True
176852 + 859998,1036850,True
207911 + 934151,1142062,True
653635 + 768652,1422287,True
521118 + 576316,1097434,True
987028 + 593193,1580221,True
413029 + 511190,924219,True
906710 + 529503,1436213,True
442866 + 801562,1244428,True
115005 + 854574,969579,True
609871 + 695980,1305851,True
283059 + 739790,1022849,True
377137 + 448623,825760,True
489234 + 884327,1373561,True
312219 + 531729,843948,True
476104 + 318804,794908,True
333380 + 294523,627903,True
924890 + 242248,1167138,True
772720 + 197906,970626,True
684870 + 445096,1129966,True
100263 + 613183,713446,True
439447 + 276558,716005,True
135213 + 379058,514271,True
499654 + 402108,901762,True
124089 + 132715,256804,True
673668 + 348104,1021772,True
906849 + 614201,1521050,True
399566 + 946145,1345711,True
908527 + 679290,1587817,True
850414 + 751633,1602047,True
785770 + 149585,935355,True
356117 + 866298,1222415,True
688847 + 423575,1112422,True
575390 + 954323,1529713,True
781200 + 215515,996715,True
227929 + 184099,412028,True
233052 + 593948,827000,True
782929 + 299564,1082493,True
815752 + 977666,1793418,True
179030 + 552164,731194,True
396201 + 399185,795386,True
836681 + 699794,1536475,True
582475 + 205607,788082,True
253182 + 709079,962261,True
527394 + 558293,1085687,True
274601 + 542308,816909,True
115431 + 737530,852961,True
338020 + 866714,1204734,True
577033 + 329005,906038,True
493601 + 490473,984074,True
128442 + 814158,942600,True
214685 + 354779,569464,True
948143 + 948863,1897006,True
292105 + 504472,796577,True
396071 + 791642,1187713,True
735578 + 822341,1557919,True
602477 + 850818,1453295,True
777844 + 299710,1077554,True
253825 + 274112,527937,True
629680 + 277610,907290,True
523267 + 113133,636400,True
723069 + 494909,1217978,True
998484 + 735300,1733784,True
952275 + 285268,1237543,True
811758 + 610830,1422588,True
485553 + 903629,1389182,True
423491 + 296739,720230,True
683126 + 434020,1117146,True
573921 + 159108,733029,True
420820 + 217737,638557,True
306962 + 506628,813590,True
656708 + 285609,942317,True
516367 + 398969,915336,True
542342 + 257137,799479,True
642266 + 223881,866147,True
946864 + 293387,1240251,True
811411 + 441072,1252483,True
741854 + 310117,1051971,True
521962 + 502865,1024827,True
428759 + 423313,852072,True
467649 + 325986,793635,True
962153 + 798657,1760810,True
599396 + 431263,1030659,True
813323 + 813022,1626345,True
339022 + 412841,751863,True
615191 + 487394,1102585,True
230688 + 875214,1105902,True
190390 + 164848,355238,True
853001 + 341137,1194138,True
178222 + 161492,339714,True
490379 + 740678,1231057,True
988899 + 308124,1297023,True
816127 + 504227,1320354,True
320635 + 524304,844939,True
824902 + 924790,1749692,True
708223 + 176435,884658,True
335066 + 942339,1277405,True
114802 + 925840,1040642,True
315050 + 612369,927419,True
649856 + 987965,1637821,True
365385 + 181660,547045,True
965969 + 668040,1634009,True
285319 + 651440,936759,True
936454 + 641584,1578038,True
926031 + 816912,1742943,True
