question,answer,correct
2040507395 * 3905140977,7968469042086024915,True
8071686421 * 9167752327,212245674098845203,True
2483136817 * 2174548676,5399701877734204292,True
7616735137 * 6591232386,-5136560910550107966,True
7709158031 * 9158996228,-3178826967853299396,True
4773933805 * 4046893557,872857883289442769,True
7320733363 * 4348084795,-5062318723509587647,True
2793548741 * 4695321556,-5330134452355590620,True
2142155602 * 4784819580,-8196916005853264456,True
3879217386 * 5598400585,3270668809415019194,True
6183701622 * 6603277925,3939212267920191118,True
4837329845 * 9081294529,7035728908947814773,True
5646867644 * 4160375659,5046346621982725780,True
9396531330 * 4522152612,5599060550280230728,True
7623617252 * 3606743035,9049684351447288204,True
4303479170 * 6312554898,8719204439314923044,True
7029308574 * 1219358587,8571247770379624938,True
9083257883 * 7446831383,-6145486431831664275,True
8004464146 * 3921525093,-5503781142861287654,True
2474987423 * 9298088295,4565907514358962169,True
1091932735 * 7448484169,8133243690260372215,True
2010741215 * 1857480054,3734911700618225610,True
9622560291 * 6973890690,-6680292667469615674,True
2167269913 * 8876098601,790157369059140097,True
6464034773 * 7561205036,-6464339942641938020,True
5687199410 * 5690673358,-4529493983298784452,True
4691316840 * 7149684582,-3352052467194142352,True
8201447640 * 5573230426,8815069377074791408,True
3127100514 * 8598811491,8442603759585654758,True
3837926315 * 9393809671,-840738812986710867,True
4199555105 * 2005902981,8423900103993268005,True
1792191568 * 2523385596,4522390387963854528,True
8744919508 * 8943001433,4418851396675448500,True
9536046623 * 9890609717,2083595022661077611,True
5606095794 * 6249409550,-1858699554180670532,True
1115206423 * 4256083998,4746412211397119154,True
5612916158 * 5952238335,-3484073420630586302,True
9160436348 * 3758092216,-2467723612836836064,True
4319211136 * 9225900934,2955125906346497792,True
3833497044 * 8757555198,-3321426183219268520,True
2329062954 * 1580291958,3680599455881923932,True
3991725817 * 8961412120,-1121988031238401192,True
3270554180 * 2308865159,7551268596823814620,True
6317089316 * 2425773053,-3122919037562549868,True
2249465408 * 7659839123,-1216200935675994432,True
5125569950 * 3033487594,-2898391218205351316,True
3587714866 * 4044636871,-3935740244051127330,True
2223333371 * 8645930238,776041147773820682,True
9861205606 * 6844072048,-6296174647232705376,True
1694757943 * 7165522045,-6302918672204198181,True
9983224562 * 1942454553,945215930368779170,True
9174214005 * 8108220994,599578303951614506,True
4897234591 * 7558362852,121587862724710300,True
7402198359 * 9069897804,-6649793653771702828,True
9117679175 * 5108509682,-8762479878271382498,True
9508992726 * 3927415757,452279717871680350,True
1039880737 * 5083030568,5285745573245368616,True
1049459906 * 6733599129,7066642308962021874,True
2096442469 * 7839897792,-2010849389941423168,True
